link,title,price,address,owner,baths,postDate,furnished,pets,beds,sizeSF,sizeAC
http://www.kijiji.ca//v-house-for-sale/guelph/we-want-to-give-you-cash-for-your-unwanted-home/1142729487,WE WANT TO GIVE YOU CASH FOR YOUR UNWANTED HOME,Please Contact,", GUELPH  ON",Professional,3 bathrooms,24-Feb-16,,,2 bedrooms,,
http://www.kijiji.ca//v-house-rental/guelph/gordon-gates-townhouse-minutes-to-uog/1142745365,GORDON GATES TOWNHOUSE - MINUTES TO UOG!,$525.00,"42  Gordon St., Guelph N1L 0H4 ON",Owner,2.5 bathrooms,24-Feb-16,No,No,4 bedrooms,1150,
http://www.kijiji.ca//v-land-for-sale/guelph/lovely-country-property-new-price/1086215199,LOVELY COUNTRY PROPERTY *NEW PRICE*,"$19,900.00","Lucknow, ON N0G",Professional,,24-Feb-16,,,,,.39 acres
http://www.kijiji.ca//v-room-rental-roommate/guelph/gordon-gates-townhouse-minutes-to-uog/1142750017,GORDON GATES TOWNHOUSE - MINUTES TO UOG!,$525.00,"42  Gordon St., Guelph N1L 0H4 ON",,,24-Feb-16,No,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/looking-for-1-bedroom-apartment-pet-friendly/1142751001,Wanted: Looking for 1 Bedroom Apartment & Pet Friendly,"$1,000.00",", Guelph   ON",Owner,1 bathroom,24-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/in-need-of-roomate/1142756439,Wanted: IN NEED OF ROOMATE,"$1,000.00",", guelph   ON",Owner,2 bathrooms,24-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-commercial-office-space/guelph/restaurant-and-bungalow-in-a-prime-location-for-sale/1142762150,Restaurant and Bungalow in a Prime Location for Sale,"$449,500.00","337  2nd Street, Hanover N4N 1A6 ON",Owner,,24-Feb-16,Yes,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/2-br-avail-late-may-gordon-st-400-including-utilities/1142779627,2 BR avail late May - Gordon St - $400 INCLUDING utilities,Please Contact,"1155 Gordon Street, Guelph N1L1S8 ON",,,24-Feb-16,No,,,,
http://www.kijiji.ca//v-real-estate-service/guelph/no-obligation-cash-offer-with-in-48-hours-quick-close-act-now/1142778261,Wanted: NO OBLIGATION CASH OFFER WITH IN 48 HOURS / QUICK CLOSE- ACT NOW,,"Guelph, ON",,,24-Feb-16,,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/in-search-of-room-for-rent-for-april/1142780263,In search of room for rent for April,Please Contact,", guelph  ON",,,24-Feb-16,Yes,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/single-bedroom-in-shared-house-for-rent-302-college-ave-w/1142786072,"Single Bedroom in Shared House for Rent, 302 College Ave W",$465.00,"302 College Ave W Unit 163, Guelph N1G4T6 ON",,,24-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/students-best-deal-in-town-425-all-inclusive/1142790943,Students - Best Deal in Town - $425 all inclusive,$425.00,"56 Conroy Cres, Guelph, ON",,,24-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-rental/guelph/3-bdrm-grange-road-close-to-schools/1142778758,3 BDRM. GRANGE ROAD CLOSE TO SCHOOLS,"$1,500.00",", GUELPH  ON",Owner,1.5 bathrooms,24-Feb-16,No,No,3 bedrooms,1250,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/roommate-wanted-female/1142792311,Wanted: ROOMMATE WANTED (Female),$700.00,Guelph,Owner,2 bathrooms,24-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/perfect-condo-townhome-for-students-close-to-u-of-g/1142796968,PERFECT CONDO/TOWNHOME FOR STUDENTS CLOSE TO U OF G!!!,$535.00,"1155 Gordon Street, N1L 1H2, Guelph, ON",Owner,2.5 bathrooms,24-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-bedroom-for-a-male-young-tenant-with-a-parking-spot/1130104956,1 bedroom for a male young tenant ( with a parking spot),$450.00,"119 Rodgers Rd, N1G4Z6, Guelph, ON",,,24-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-house-rental/guelph/wanted-house-including-basement-appartment/1142809177,Wanted: WANTED house including basement appartment.,Please Contact,"Guelph, ON N1E 7A1, Canada",Owner,2 bathrooms,24-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-short-term-rental/guelph/summer-sublet-in-guelph/1142817405,Summer Sublet in Guelph,$400.00,"Conroy Crescent, Guelph  ON",Owner,1 bathroom,24-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-room-available-at-college-janefield-may-1-2016/1142819901,"1 Room Available at College/Janefield - May 1, 2016",$475.00,",   ON",,,24-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/looking-for-roommates-uog-students-female-welcome/1142822484,Looking for roommates UoG students female welcome ,$480.00,Guelph,,,24-Feb-16,No,No,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/2-young-professional-females-looking-for-summer-rental/1142820452,Wanted: 2 young professional females looking for summer rental,"$1,000.00",", Guelph  ON",Owner,1 bathroom,24-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/may-2016-room-for-rent-great-location/1142833636,May 2016 Room for rent !!! Great location!,$500.00,",   ON",,,24-Feb-16,Yes,,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/renovated-2-bedroom-apartment-close-to-downtown-guelph/1142832985,Renovated 2 Bedroom Apartment close to Downtown Guelph,"$1,200.00","133 Neeve Street, Guelph, ON",Owner,1 bathroom,24-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-rental/guelph/location-across-from-ovc-and-u-of-g/1142835547,Location! Across from OVC and U of G,$540.00,"25 Moore Ave, Guelph  ON",Owner,2 bathrooms,24-Feb-16,No,No,4 bedrooms,,
http://www.kijiji.ca//v-house-for-sale/guelph/stunning-modern-bungalow-home/1115962509,Stunning Modern Bungalow Home,"$294,000.00","140-150 Sarah Rd, Mount Forest, ON N0G 2L2, Canada",Professional,2 bathrooms,24-Feb-16,,,4 bedrooms,1620,
http://www.kijiji.ca//v-1-bedroom-den-apartments-condos/guelph/country-living-appartment/1142829303,Country living appartment,"$1,425.00",", Burlington, ON",Professional,1 bathroom,24-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-house-for-sale/guelph/south-end-home-with-finished-walk-out-basement/1142839862,South End home with finished walk-out basement!,"$519,900.00","33 Hayward Crs, Guelph  N1G 5A4 ON",Professional,3.5 bathrooms,24-Feb-16,,,3 bedrooms,1810,
http://www.kijiji.ca//v-real-estate-service/guelph/collections-calling-you-everyday/1142838771,Collections Calling You Everyday?,,"Guelph, ON",,,24-Feb-16,,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/looking-for-1-roommate-for-12-month-lease/1142816156,LOOKING FOR 1 ROOMMATE FOR 12 MONTH LEASE,$500.00,"302 College Ave. W, Guelph N1G 4T6 ON",,,24-Feb-16,No,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/302-college-avenue-west-211/1142790139,302 College Avenue West #211,$500.00,"302 College Avenue West, Guelph NG4T6 ON",,,24-Feb-16,No,,,,
http://www.kijiji.ca//v-real-estate-service/guelph/are-you-losing-sleep-over-your-debt/1142842094,Are you losing sleep over your Debt?,,"Guelph, ON",,,24-Feb-16,,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/nice-quiet-south-end-room-great-housemates-great-location/1142843929,Nice quiet south end room - Great housemates - Great location!,$410.00,"23 Rodgers , Guelph  ON",,,24-Feb-16,Yes,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/a-furnished-bedroom-for-female-student-or-professional-south-end/1142841621,A furnished bedroom-for female student or professional south end,$500.00,"Farley Dr, Guelph n1l 1m3 ON",,,24-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/guelphu:-one-room-in-a-gorgeous-townhouse-clair-gordon-2016-17/1142848042,GuelphU: one room in a Gorgeous townhouse Clair & Gordon-2016-17,$500.00,"Roehampton, Guelph  ON",,,24-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/short-term-rental:-bedroom-private-bathroom-south-east-guelph/1142855561,"Short term rental: bedroom / private bathroom, South-East Guelph",Please Contact,", South-east Guelph subdivision Clair-Arkell  ON",,,24-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-short-term-rental/guelph/short-term-rental:-bedroom-private-bathroom-south-east-guelph/1142854712,"Short term rental: bedroom / private bathroom, South-East Guelph",Please Contact,", South-east Guelph subdivision Clair-Arkell  ON",Owner,1 bathroom,24-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-house-rental/guelph/iso-2-3-bedroom-house-or-townhouse/1142854463,Wanted: ISO 2-3 Bedroom House or Townhouse ,"$1,500.00",Guelph,Owner,1 bathroom,24-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/clean-and-specious-corner-house-very-close-to-u-of-guelph/1142854856,CLEAN AND SPECIOUS  CORNER  HOUSE very close to  U OF GUELPH,Please Contact,", N1G3G9, Guelph, ON",,,24-Feb-16,No,No,,,
http://www.kijiji.ca//v-short-term-rental/guelph/looking-to-rent-in-may/1142857917,Wanted: Looking to rent in may,$500.00,", Guelph   ON",Owner,1 bathroom,24-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/wanted:-one-room-mate-to-fill-3-bedroom-house/1142841319,WANTED: one room mate to fill 3 bedroom house,$517.00,"82 Rodgers Rd, Guelph N1G4Z5 ON",,,24-Feb-16,Yes,Yes,,,
http://www.kijiji.ca//v-house-rental/guelph/christian-quiet-senior-seeks-clean-house-to-lease/1142868057,Wanted: Christian quiet senior seeks clean house to lease,Please Contact,", N1G  ON",Owner,1.5 bathrooms,24-Feb-16,No,Yes,3 bedrooms,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/available-bedroom-dvm-masters-phd-mature-students/1142870352,Available Bedroom ~DVM/MASTERS/PhD Mature Students,$560.00,"1498 Gordon St., Guelph N1L 1C8 ON",,,24-Feb-16,No,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/guelph-couple-w-excellent-references-looking-for-new-home/1142872183,Wanted: GUELPH - Couple (w/ excellent references) looking for new home,Please Contact,", Guelph  ON",Owner,1 bathroom,24-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-short-term-rental/guelph/serene-scholarly-sanctuary-5-walk-2-uofg-160-wk-3-wk-4mo/1073173353,Serene Scholarly Sanctuary  5' walk 2 UofG  $160/wk; 3 wk -4mo.,$160.00,"46 Moore, N1G 1R4, Guelph",Owner,2 bathrooms,24-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-short-term-rental/guelph/executive-home-master-phd-close-to-ug-ovc-may-2016/1069021838,Executive Home/Master/PhD & close to UG/OVC May 2016,$650.00,"Monticello Crescent, Guelph, ON N1G",Owner,2 bathrooms,24-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/univ-hill-10-m-2-ug-furn-530-all-inclus-april-1-2016/1067466705,"Univ. Hill 10 m.2 UG furn.,  $530 ALL INCLUS April 1, 2016",$530.00,"18 Fairview Blvd, N1G 1H4, Guelph",,,24-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/beautifulrm-16-bordenst-mar-april-2016-5-min-walk-uof-g/585357629,BEAUTIFULRm.@16 BordenSt..Mar./April 2016 -5 min. walk Uof G!!,$550.00,"16 Borden Street, Guelph, ON N1G, Canada",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/march-or-may-2016-5min-wlk-2-campus-furnished-525-all-inclus/580904744,"March OR May 2016 5min wlk 2 campus, furnished $525 ALL inclus.",$525.00,"Guelph, ON N1G 1Z4, Canada",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-short-term-rental/guelph/march-1st-2015-a-c-5-min-walk-to-uofg-2-m-to-ovc/364176576,March 1st  2015 --  A/C !!-5 min walk to UofG!-2 m. to OVC!,$480.00,"Guelph, ON N1G 1Z4, Canada",Owner,3 bathrooms,25-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/may-1st-16-fab-house-grt-mates-furn-nrovc-uofg-520-inclus/582587798,May 1st '16/Fab.House/Grt. Mates/Furn/nrOVC/UofG/$520 inclus.,$520.00,"Dean Avenue, Guelph, ON N1G, Canada",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/superb-4-ovc-mar-2016-525-mo-inclus-4-pers-2-baths/506174574,Superb 4 OVC! Mar 2016   $525/mo.inclus. 4 pers-2 baths.,$525.00,"Guelph, ON N1G 1R7, Canada",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/4-8-12-mo-may-2016upstairs-460inclus-furn-a-c-15-walk-2-uofg/580192656,"4,8,12 mo. May 2016Upstairs $460INCLUS/furn. A/C 15' walk 2 UofG",$460.00,"Guelph, ON N1G 1Z4, Canada",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/unique-rental-opportunity-for-single-occupant/1142884018,unique rental opportunity for single occupant,$650.00,"65 Silvercreek Pkwy N, Guelph, ON N1H 7R9, Canada",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-1-bedroom-den-apartments-condos/guelph/furnished-two-level-apartment-across-the-street-from-the-campus/1142886875,Furnished Two-Level Apartment! Across the street from the campus,"$1,550.00","Hales , Guelph  N1G 1P4 ON",Owner,1.5 bathrooms,25-Feb-16,Yes,,,,
http://www.kijiji.ca//v-house-rental/guelph/3-bedroom-with-basement-apartment/1142887268,Wanted: 3 bedroom with basement apartment ,Please Contact,"Guelph, ON N1G 2L6, Canada",Owner,1.5 bathrooms,25-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-other-real-estate/guelph/wanted-farm-house-and-barn-to-rent/1142895558,Wanted: Wanted Farm House and Barn to Rent,Please Contact,"345 Fisher Mills Rd, Cambridge, ON N3C 4N5, Canada",,,25-Feb-16,,,,,
http://www.kijiji.ca//v-real-estate-service/guelph/get-approved-for-your-dream-home-mortgage-today/1142906395,Get Approved for your Dream Home Mortgage Today!!!,,"Guelph, ON",,,25-Feb-16,,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/bedroom-for-rent/1142900024,Bedroom for Rent,$525.00,"37 Amsterdam Crescent, N1L 0G2, Guelph, ON",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/spacious-bright-apartment-in-fergus-immediately-available/1142907709,"Spacious bright apartment in Fergus, immediately available",$920.00,"455A Maiden Lane, N1M2S5, Fergus, ON",Owner,1 bathroom,25-Feb-16,No,,,,
http://www.kijiji.ca//v-real-estate-service/guelph/need-to-refinance/1142908642,Need  to Refinance?,,"Guelph, ON",,,25-Feb-16,,,,,
http://www.kijiji.ca//v-house-for-sale/guelph/5-bed-2-bath-home-or-convert-to-duplex-with-r-4-zoning/1142912913,5 Bed 2 Bath Home or Convert to Duplex with R-4 Zoning,"$265,000.00","520 Main St. E, Listowel N4W 2C6 ON",Professional,2 bathrooms,25-Feb-16,,,5 bedrooms,1850,
http://www.kijiji.ca//v-room-rental-roommate/guelph/student-rental-guelph-university-conestoga-college-students/1142917460,Student Rental - Guelph University & Conestoga College Students,$400.00,"236 Silurian Drive, N1E 7B9, Guelph, ON",,,25-Feb-16,Yes,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/room-for-rent-on-horse-farm-in-hillsburgh/1142929144,Room for rent on horse farm in Hillsburgh,$500.00,", Hillsburgh ontario  ON",,,25-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/one-bedroom-for-rent/1143085106,One Bedroom for Rent,$530.00,"1083 Gordon Street, Guelph N1G 4X1 ON",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/single-room-available-at-89-kortright-rd-w/1143103323,SINGLE ROOM AVAILABLE AT 89 KORTRIGHT RD W,$515.00,"89 Kortright Rd W, Guelph, ON N1G 3B3, Canada",,,25-Feb-16,Yes,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/rooms-for-rent-2-blocks-u-of-g-females-prefered/1143105402,Rooms For Rent 2 Blocks U of G Females Prefered,$500.00,"1055 Gordon St. Unit #44, Guelph N1G 4X9 ON",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/dont-miss-out-gorgeous-3-bedroom-condo/1143113603,DON'T MISS OUT!! GORGEOUS 3 BEDROOM CONDO!,"$1,485.00",",   ON",Owner,3 bathrooms,25-Feb-16,No,No,,,
http://www.kijiji.ca//v-short-term-rental/guelph/a-furnished-bedroom-for-female-student-or-professional-south-end/1143115464,A furnished bedroom-for female student or professional south end,Please Contact,"farley Dr, Guelph n1l 1m3 ON",Owner,1 bathroom,25-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/2-rooms-available-may-1st/1143119191,2 Rooms Available May 1st,$480.00,"Ironwood, Guelph N1G3R4 ON",,,25-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/subletting-master-bedroom-in-student-home-south-end-guelph/1143119011,Subletting master bedroom in student home - south end Guelph,$515.00,"Drohan Dr, Guelph, ON N1G, Canada",,,26-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/modern-upscale-apartment-in-century-home-dont-miss-out/1143122110,MODERN UPSCALE APARTMENT IN CENTURY HOME - DON'T MISS OUT!,"$1,395.00","325 Woolwich St, Guelph, ON N1H 3W4, Canada",Owner,1 bathroom,25-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-rental/guelph/brand-new-townhouse-for-rent-at-west-end-of-guelph/1143107004,Brand New Townhouse for Rent at West end of Guelph,"$1,725.00",", Guelph  ON",Owner,2.5 bathrooms,26-Feb-16,No,No,3 bedrooms,1500,
http://www.kijiji.ca//v-house-rental/guelph/5-or-6-bedroom-house-available-may-1st/1143146442,5 or 6 bedroom house-Available May 1st,$450.00,"557 College Ave West, Guelph N1G 2Z6 ON",Owner,2.5 bathrooms,26-Feb-16,No,No,5 bedrooms,1200,
http://www.kijiji.ca//v-house-rental/guelph/young-couple-looking-for-rent-too-own-fixer-upper/1143147968,Wanted: Young couple looking for rent too own fixer upper!,Please Contact,Lc6 2e1,Owner,1 bathroom,26-Feb-16,No,Yes,2 bedrooms,,
http://www.kijiji.ca//v-storage-parking/guelph/safe-secure-storage-or-shop-workspace-50-off-1st-for-storage/1143152519,Safe Secure Storage or Shop / Workspace 50% off 1st for storage,$100.00,", guelph N1G3A6 ON",Owner,,26-Feb-16,,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-and-or-2-rooms-available/1143153017,1 and/or 2 rooms available,$460.00,"13 Katemore Drive, Guelph N1L 0C7 ON",,,26-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-commercial-office-space/guelph/safe-secure-storage-or-shop-workspace-50-off-1st-for-storage/1143154118,Safe Secure Storage or Shop / Workspace 50% off 1st for storage,$100.00,", guelph N1G3A6 ON",Owner,,26-Feb-16,No,,,305,
http://www.kijiji.ca//v-storage-parking/guelph/storage-or-workshop-save-50-off-first-month-for-storage/1143156046,Storage or Workshop! Save 50% off first month for storage,$175.00,", guelph N1E6L8 ON",Owner,,26-Feb-16,,,,,
http://www.kijiji.ca//v-commercial-office-space/guelph/office-warehouse-large-secure-lot-for-rent/1095845360,Office/Warehouse/Large Secure Lot -  For Rent,"$2,000.00","540 Sheldon Drive, Cambridge, ON N1T 2C1",Owner,,26-Feb-16,Yes,,,1800,
http://www.kijiji.ca//v-house-rental/guelph/two-bedroom-modern-look-basement-apartment-in-southend-june-01/1143166449,Two Bedroom Modern look Basement Apartment in Southend - June 01,"$1,000.00","Heritage Dr, Guelph, ON, Canada",Owner,1 bathroom,26-Feb-16,No,No,2 bedrooms,1000,
http://www.kijiji.ca//v-house-rental/guelph/seeking-a-house-to-rent-for-may-1st/1143143637,Wanted: Seeking a house to rent for May 1st.,"$1,200.00","Guelph, ON N1E 3E9, Canada",Owner,1.5 bathrooms,26-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/brand-new-legal-2-bedroom-apartment/1143171745,Brand new legal 2 bedroom apartment ,"$1,200.00","Guelph, ON N1E 3R3, Canada",Owner,1 bathroom,26-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/2-rooms-available-on-may-first-near-stone-road-mall/1142939709,2 rooms available on May first near stone road mall,$500.00,"416 scottsdale drive, Guelph n1g2z8 ON",,,25-Feb-16,No,No,,,
http://www.kijiji.ca//v-4-plus-bedroom-apartments-condos/guelph/solstice-condo-4-3-bedrooms/1142935012,Solstice Condo (4-3 Bedrooms),$495.00,"1291 Gordon Street, Guelph N1L 1C9 ON",Owner,4 bathrooms,25-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-short-term-rental/guelph/short-term-southend-room-for-rent-female-non-smoker-only/1142942808,Short term Southend Room for Rent - Female Non smoker Only,$500.00,", Guelph  ON",Owner,2.5 bathrooms,25-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/room-for-rent/1142950029,room for rent,Please Contact,"364 Waterloo Ave, Guelph, ON N1H 3K2, Canada",,,25-Feb-16,Yes,Yes,,,
http://www.kijiji.ca//v-house-rental/guelph/family-seeking-home-to-rent/1142950810,Wanted: FAMILY SEEKING HOME TO RENT,Please Contact,", Guelph   ON",Owner,2.5 bathrooms,25-Feb-16,No,Yes,3 bedrooms,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/looking-to-rent-a-bright-apartment-possibly-in-the-country/1142956411,"Wanted: Looking to rent a bright apartment, possibly in the country",$800.00,", Guelph  ON",Owner,1 bathroom,25-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-house-for-sale/guelph/student-home-bungalow-excellent-location-close-to-university/1142965569,"Student home, bungalow excellent location close to University","$390,000.00","23 Aspen Valley Cres, Guelph N1G3Z9 ON",Owner,3 bathrooms,25-Feb-16,,,5 bedrooms,2200,
http://www.kijiji.ca//v-real-estate-service/guelph/first-time-home-buyers-2nd-mortgage-home-equity/1142970820,"First time Home buyers, 2nd Mortgage,Home Equity",,"120 Traders Boulevard East, Mississauga, ON",,,25-Feb-16,,,,,
http://www.kijiji.ca//v-4-plus-bedroom-apartments-condos/guelph/beautiful-student-home-in-the-south-end/1142957596,Beautiful student home in the south end,"$1,700.00","245 Terraview cres, Guelph N1g 5a3 ON",Owner,2.5 bathrooms,25-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-house-rental/guelph/four-bedroom-house/1142989307,Four Bedroom House,"$1,800.00","701 Scottsdale Dr., N3G 3P3, 701 Scottsdale Dr., ON",Owner,1.5 bathrooms,25-Feb-16,No,Yes,4 bedrooms,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/guelph-student-rental-545-all-in-3-bedrooms-available/1142984599,GUELPH STUDENT RENTAL - $545 ALL-IN - 3 BEDROOMS AVAILABLE,$545.00,", Guelph, N1G2Z8, ON",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-house-for-sale/guelph/looking-for-first-home/1142975435,Wanted: Looking for first home,Please Contact,", guelph  ON",Owner,1.5 bathrooms,25-Feb-16,,,3 bedrooms,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/graduate-student-looking-for-1bdr-for-april-2016/1142990253,Wanted: Graduate Student Looking for 1BDR For April 2016,$700.00,", Guelph   ON",Owner,1 bathroom,25-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-house-for-sale/guelph/country-home-hobby-farm/1142996513,COUNTRY HOME & HOBBY FARM,"$489,900.00","6110 16th Line, N0G 1M0, Minto Township, Wellington County, ON",Owner,3 bathrooms,25-Feb-16,,,4 bedrooms,2350,
http://www.kijiji.ca//v-other-real-estate/guelph/former-hotel-bar-rest-20-rooms-12-000-sq-com-res-chesley-on/1142996984,"FORMER Hotel/Bar/Rest /20+rooms 12,000' sq, Com/Res, Chesley ON","$389,900.00","57 1st Ave S, Chesley, ON N0G 1L0",,,25-Feb-16,,,,,
http://www.kijiji.ca//v-other-real-estate/guelph/country-home-hobby-farm/1142997968,COUNTRY HOME & HOBBY FARM,"$489,900.00","Minto Township, Wellington County",,,25-Feb-16,,,,,
http://www.kijiji.ca//v-land-for-sale/guelph/hobby-farm-country-home/1143000012,Hobby Farm & Country Home,"$489,900.00","6110 16th Line, N0G 1M0, Minto Township, Wellington County, ON",Owner,,25-Feb-16,,,,,5.3 Acre Hobby Farm + 3 Acres
http://www.kijiji.ca//v-house-rental/guelph/1800-2000-12-month-lease-1155-gordon-st/1143003909,$1800/$2000 12 MONTH LEASE @ 1155 Gordon St.,"$1,800.00","1155 Gordon St, N1L, Guelph, ON",Owner,2.5 bathrooms,25-Feb-16,No,No,4 bedrooms,1600,
http://www.kijiji.ca//v-room-rental-roommate/guelph/room-for-rent/1142997751,Room for Rent,$452.00,"60  Nottingham , Guelph N1H 3M8 ON",,,25-Feb-16,No,No,,,
http://www.kijiji.ca//v-real-estate-service/guelph/red-ivy-home-inspections-wellington-guelph-fergus/1143016740,"Red Ivy Home Inspections - Wellington, Guelph, Fergus,",,"Fergus, ON",,,25-Feb-16,,,,,
http://www.kijiji.ca//v-commercial-office-space/guelph/own-your-own-auto-repair-car-sales-business-now/1143021591,Own your own Auto repair/ car sales business Now,"$1,999.00","9074 hwy 124, N1H 6H7, Guelph, ON",Professional,,25-Feb-16,Yes,,,2500,
http://www.kijiji.ca//v-room-rental-roommate/guelph/room-for-rent/1142998498,Room for Rent,$452.00,"60 Nottingham , Guelph N1H 3M8 ON",,,25-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/student-house-basement-room-with-own-washroom/1142947791,Student house - Basement room with own washroom,$400.00,"848 Edinburgh Rd South Edinburgh road south, Guelph, ON",,,25-Feb-16,Yes,Yes,,,
http://www.kijiji.ca//v-commercial-office-space/guelph/almost-1500-sq-ft-downtown/1143035195,Almost 1500 sq ft Downtown!,$14.00,"25 Wyndham St. N., Guelph, ON, N1H 4E4",Professional,,25-Feb-16,No,,,1491,
http://www.kijiji.ca//v-real-estate-service/guelph/economical-student-rentals-quality-at-a-fair-price/1143048964,ECONOMICAL STUDENT RENTALS - QUALITY AT A FAIR PRICE,,"Goodwin Drive, Guelph, ON, N1L OE5",,,25-Feb-16,,,,,
http://www.kijiji.ca//v-house-rental/guelph/group-of-mature-students-looking-for-rental/1143051717,Wanted: Group of mature students looking for rental,Please Contact,", Guelph, ON",Owner,2 bathrooms,25-Feb-16,No,Yes,6 or more bedrooms,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/nice-room-for-rent-in-south-end-of-guelph/1143052520,nice room for rent in south end of guelph,Please Contact,"93  Munroe Cresent, Guelph N1G 5E3 ON",,,25-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-1-bedroom-den-apartments-condos/guelph/recently-renovated-loft-apartment-for-rent/1143051007,Recently Renovated Loft Apartment for Rent,"$1,050.00","88A Waterloo Avenue, Guelph  ON",Owner,1 bathroom,25-Feb-16,No,No,,,
